timestamp,Vrms,real_power
12/06/2020 23:19:00,228.1,7
12/06/2020 23:19:10,228.38,10
12/06/2020 23:19:20,227.99,11
12/06/2020 23:19:30,227.43,8
12/06/2020 23:19:40,228.2,8
12/06/2020 23:19:50,228.68,10
12/06/2020 23:20:00,228.34,8
12/06/2020 23:20:10,228.08,9
12/06/2020 23:20:20,228.18,5
12/06/2020 23:20:30,228,7
12/06/2020 23:20:40,228.46,7
12/06/2020 23:20:50,228.65,7
12/06/2020 23:21:00,228.74,7
12/06/2020 23:21:10,228.43,8
12/06/2020 23:21:20,228.89,10
12/06/2020 23:21:30,228.67,8
12/06/2020 23:21:40,229.04,8
12/06/2020 23:21:50,228.83,10
12/06/2020 23:22:00,228.6,6
12/06/2020 23:22:10,228.66,7
12/06/2020 23:22:20,228.79,8
12/06/2020 23:22:30,228.81,10
12/06/2020 23:22:40,228.7,9
12/06/2020 23:22:50,228.78,10
12/06/2020 23:23:00,228.45,9
12/06/2020 23:23:10,228.88,8
12/06/2020 23:23:20,228.84,8
12/06/2020 23:23:30,228.85,7
12/06/2020 23:23:40,228.86,10
12/06/2020 23:23:50,228.87,8
12/06/2020 23:24:00,228.86,7
12/06/2020 23:24:10,228.7,8
12/06/2020 23:24:20,229.08,7
12/06/2020 23:24:30,229.3,9
12/06/2020 23:24:40,229.17,8
12/06/2020 23:24:50,229.1,9
12/06/2020 23:25:00,228.3,8
12/06/2020 23:25:10,228.62,8
12/06/2020 23:25:20,228.83,8
12/06/2020 23:25:30,228.73,8
12/06/2020 23:25:40,228.34,6
12/06/2020 23:25:50,228.11,6
12/06/2020 23:26:00,228.14,7
12/06/2020 23:26:10,228.06,7
12/06/2020 23:26:20,228.49,11
12/06/2020 23:26:30,228.63,8
12/06/2020 23:26:40,228.55,7
12/06/2020 23:26:50,228.54,11
12/06/2020 23:27:00,228.37,10
12/06/2020 23:27:10,228.4,7
12/06/2020 23:27:20,228.49,8
12/06/2020 23:27:30,229.35,10
12/06/2020 23:27:40,228.6,7
12/06/2020 23:27:50,228.73,7
12/06/2020 23:28:10,228.7,9
12/06/2020 23:28:20,228.98,8
12/06/2020 23:28:30,228.99,6
12/06/2020 23:28:40,228.77,6
12/06/2020 23:28:50,228.85,7
12/06/2020 23:29:00,228.74,7
12/06/2020 23:29:10,228.82,7
12/06/2020 23:29:20,228.83,8
12/06/2020 23:29:30,228.92,8
12/06/2020 23:29:40,228.45,6
12/06/2020 23:29:50,228.68,7
12/06/2020 23:30:00,228.57,7
12/06/2020 23:30:10,228.57,9
12/06/2020 23:30:20,228.55,9
12/06/2020 23:30:30,228.72,9
12/06/2020 23:30:40,228.66,8
12/06/2020 23:31:00,228.94,9
12/06/2020 23:31:10,228.88,9
12/06/2020 23:31:20,228.91,7
12/06/2020 23:31:30,228.94,8
12/06/2020 23:31:40,228.89,8
12/06/2020 23:31:50,228.85,8
12/06/2020 23:32:00,228.74,7
12/06/2020 23:32:10,228.69,9
12/06/2020 23:32:30,228.66,9
12/06/2020 23:32:40,228.57,8
12/06/2020 23:32:50,228.55,8
12/06/2020 23:33:00,228.81,9
12/06/2020 23:33:10,228.76,8
12/06/2020 23:33:20,228.92,9
12/06/2020 23:33:30,228.47,8
12/06/2020 23:33:40,228.52,7
12/06/2020 23:33:50,228.71,10
12/06/2020 23:34:00,228.88,8
12/06/2020 23:34:10,228.58,10
12/06/2020 23:34:20,228.75,8
12/06/2020 23:34:30,228.77,7
12/06/2020 23:34:50,228.85,10
12/06/2020 23:35:00,228.88,10
12/06/2020 23:35:20,229.01,9
12/06/2020 23:35:30,228.48,10
12/06/2020 23:35:40,228.85,7
12/06/2020 23:35:50,228.71,11
12/06/2020 23:36:00,228.87,9
12/06/2020 23:36:10,228.95,7
12/06/2020 23:36:20,228.88,7
12/06/2020 23:36:30,229.17,9
12/06/2020 23:36:40,229,9
12/06/2020 23:36:50,229.03,8
12/06/2020 23:37:00,228.94,8
12/06/2020 23:37:10,228.71,7
12/06/2020 23:37:20,228.93,10
12/06/2020 23:37:30,228.49,4
12/06/2020 23:37:40,228.92,8
12/06/2020 23:37:50,228.8,7
12/06/2020 23:38:00,228.97,7
12/06/2020 23:38:10,229.17,8
12/06/2020 23:38:20,229.07,8
12/06/2020 23:38:30,228.98,7
12/06/2020 23:38:50,229.36,8
12/06/2020 23:39:00,227.08,9
12/06/2020 23:39:10,229.34,11
12/06/2020 23:39:40,229.12,7
12/06/2020 23:39:50,229.13,7
12/06/2020 23:40:00,228.98,9
12/06/2020 23:40:10,229.46,9
12/06/2020 23:40:20,229.43,9
12/06/2020 23:40:30,229.11,8
12/06/2020 23:40:40,229.32,7
12/06/2020 23:40:50,229.58,8
12/06/2020 23:41:00,229.61,8
12/06/2020 23:41:10,229.11,6
12/06/2020 23:41:20,228.65,9
12/06/2020 23:41:30,229.44,7
12/06/2020 23:42:00,229.18,9
12/06/2020 23:42:10,229.41,7
12/06/2020 23:42:30,229.03,7
12/06/2020 23:42:40,229.45,8
12/06/2020 23:42:50,229.38,8
12/06/2020 23:43:00,228.96,9
12/06/2020 23:43:10,229.1,8
12/06/2020 23:43:20,229.15,9
12/06/2020 23:43:40,229.28,8
12/06/2020 23:43:50,229.24,8
12/06/2020 23:44:10,229.28,8
12/06/2020 23:44:20,229.2,9
12/06/2020 23:44:30,229.06,11
12/06/2020 23:44:40,229.11,8
12/06/2020 23:45:00,229.18,8
12/06/2020 23:45:10,229.44,8
12/06/2020 23:45:20,229.1,10
12/06/2020 23:45:30,229.21,10
12/06/2020 23:46:20,228,11
12/06/2020 23:46:30,229.18,9
12/06/2020 23:46:50,229.3,9
12/06/2020 23:47:00,229.79,7
12/06/2020 23:47:10,229.6,8
12/06/2020 23:47:20,229.32,9
12/06/2020 23:47:30,229.6,6
12/06/2020 23:47:40,229.35,6
12/06/2020 23:47:50,229.63,8
12/06/2020 23:48:30,229.43,10
12/06/2020 23:48:40,229.17,7
12/06/2020 23:48:50,229.6,7
12/06/2020 23:49:00,229.7,10
12/06/2020 23:49:10,229.39,8
12/06/2020 23:49:20,229.58,10
12/06/2020 23:49:30,228.47,8
12/06/2020 23:49:40,229.64,9
12/06/2020 23:49:50,229.5,5
12/06/2020 23:50:10,229.26,9
12/06/2020 23:50:30,229.64,7
12/06/2020 23:50:40,229.6,8
12/06/2020 23:50:50,229.9,7
12/06/2020 23:51:10,230.14,8
12/06/2020 23:51:20,230.08,10
12/06/2020 23:51:30,229.91,9
12/06/2020 23:51:40,230.17,8
12/06/2020 23:51:50,230.16,8
12/06/2020 23:52:00,230.1,7
12/06/2020 23:52:10,229.55,10
12/06/2020 23:52:20,230.26,8
12/06/2020 23:52:30,230.51,9
12/06/2020 23:52:40,230.25,10
12/06/2020 23:52:50,230.29,8
12/06/2020 23:53:00,230.37,4
12/06/2020 23:53:10,230.24,9
12/06/2020 23:53:20,229.62,9
12/06/2020 23:53:30,229.61,10
12/06/2020 23:53:40,228.82,8
12/06/2020 23:53:50,228.89,9
12/06/2020 23:54:00,228.02,3
12/06/2020 23:54:10,228.72,7
12/06/2020 23:54:20,228.78,8
12/06/2020 23:54:30,228.78,6
12/06/2020 23:54:40,228.68,7
12/06/2020 23:54:50,228.63,9
12/06/2020 23:55:00,230.9,10
12/06/2020 23:55:10,229.05,8
12/06/2020 23:55:20,228.59,8
12/06/2020 23:55:30,228.4,9
12/06/2020 23:55:40,228.44,8
12/06/2020 23:55:50,228.34,7
12/06/2020 23:56:00,228.1,9
12/06/2020 23:56:10,228.04,10
12/06/2020 23:56:20,228,7
12/06/2020 23:56:40,228.03,11
12/06/2020 23:56:50,227.97,7
12/06/2020 23:57:00,228.21,9
12/06/2020 23:57:10,228.32,11
12/06/2020 23:57:20,228.38,7
12/06/2020 23:57:30,228.15,9
12/06/2020 23:57:40,228.43,9
12/06/2020 23:57:50,228.42,10
12/06/2020 23:58:00,228.38,7
12/06/2020 23:58:10,228.4,7
12/06/2020 23:58:20,228.46,9
12/06/2020 23:58:30,227.14,9
12/06/2020 23:58:40,228.7,10
12/06/2020 23:58:50,228.5,7
12/06/2020 23:59:00,228.21,9
12/06/2020 23:59:10,228.09,11
12/06/2020 23:59:20,228.11,8
12/06/2020 23:59:30,228.3,10
12/06/2020 23:59:40,228.02,9
12/06/2020 23:59:50,227.86,11
13/06/2020 00:00:00,228.05,7
13/06/2020 00:00:10,227.99,9
13/06/2020 00:00:20,227.93,8
13/06/2020 00:00:30,228.03,7
13/06/2020 00:00:40,228.12,10
13/06/2020 00:00:50,226.91,8
13/06/2020 00:01:00,228.02,8
13/06/2020 00:01:10,227.81,9
13/06/2020 00:01:20,227.99,10
13/06/2020 00:01:30,227.41,8
13/06/2020 00:01:40,228.05,8
13/06/2020 00:01:50,227.42,10
13/06/2020 00:02:00,228.14,11
13/06/2020 00:02:10,228.01,9
13/06/2020 00:02:20,227.92,9
13/06/2020 00:02:30,228.37,10
13/06/2020 00:02:40,228.11,9
13/06/2020 00:02:50,228.27,10
13/06/2020 00:03:00,228.35,8
13/06/2020 00:03:10,228.54,8
13/06/2020 00:03:20,228.35,10
13/06/2020 00:03:30,227.72,5
13/06/2020 00:03:40,227.51,9
13/06/2020 00:03:50,227.05,9
13/06/2020 00:04:00,227.69,7
13/06/2020 00:04:10,227.31,10
13/06/2020 00:04:20,227.31,8
13/06/2020 00:04:30,226.38,9
13/06/2020 00:04:40,225.04,8
13/06/2020 00:04:50,225.57,9
13/06/2020 00:05:00,225.94,9
13/06/2020 00:05:10,226.13,9
13/06/2020 00:05:20,225.68,8
13/06/2020 00:05:30,225.51,9
13/06/2020 00:05:40,225.33,9
13/06/2020 00:05:50,225.94,10
13/06/2020 00:06:00,225.96,9
13/06/2020 00:06:10,226.65,11
13/06/2020 00:06:20,226.48,7
13/06/2020 00:06:30,226.64,6
13/06/2020 00:06:40,226.3,10
13/06/2020 00:06:50,226.47,8
13/06/2020 00:07:00,226.83,9
13/06/2020 00:07:10,226.56,7
13/06/2020 00:07:20,226.37,9
13/06/2020 00:07:30,226.52,8
13/06/2020 00:07:40,226.04,9
13/06/2020 00:07:50,226.06,6
13/06/2020 00:08:00,226.18,7
13/06/2020 00:08:10,226.48,6
13/06/2020 00:08:20,226.54,9
13/06/2020 00:08:30,226.53,8
13/06/2020 00:08:40,226.43,11
13/06/2020 00:08:50,226.86,9
13/06/2020 00:09:00,226.73,12
13/06/2020 00:09:10,226.16,6
13/06/2020 00:09:20,226.69,10
13/06/2020 00:09:30,226.85,9
13/06/2020 00:09:40,226.8,9
13/06/2020 00:09:50,226.62,9
13/06/2020 00:10:00,227.39,9
13/06/2020 00:10:10,226.51,9
13/06/2020 00:10:20,226.5,9
13/06/2020 00:10:30,226.9,10
13/06/2020 00:10:40,226.9,8
13/06/2020 00:10:50,226.85,9
13/06/2020 00:11:00,226.82,11
13/06/2020 00:11:10,226.53,10
13/06/2020 00:11:20,227.11,10
13/06/2020 00:11:30,227.06,7
13/06/2020 00:11:40,226.82,8
13/06/2020 00:11:50,227.5,9
13/06/2020 00:12:00,227.4,7
13/06/2020 00:12:10,227.17,8
13/06/2020 00:12:20,226.8,9
13/06/2020 00:12:30,226.14,10
13/06/2020 00:12:40,226.06,10
13/06/2020 00:12:50,226.2,10
13/06/2020 00:13:00,226.28,8
13/06/2020 00:13:10,226.63,10
13/06/2020 00:13:20,226.62,10
13/06/2020 00:13:30,226.59,9
13/06/2020 00:13:40,226.41,9
13/06/2020 00:13:50,226.67,9
13/06/2020 00:14:00,226.44,9
13/06/2020 00:14:10,226.24,9
13/06/2020 00:14:20,226.23,9
13/06/2020 00:14:30,226.16,10
13/06/2020 00:14:40,226.63,10
13/06/2020 00:14:50,226.76,10
13/06/2020 00:15:00,226.6,6
13/06/2020 00:15:10,226.76,9
13/06/2020 00:15:20,226.54,10
13/06/2020 00:15:30,226.15,9
13/06/2020 00:15:40,226.42,9
13/06/2020 00:15:50,226.23,10
13/06/2020 00:16:00,226.42,8
13/06/2020 00:16:10,226.15,8
13/06/2020 00:16:20,226.26,9
13/06/2020 00:16:30,226.02,10
13/06/2020 00:16:40,225.69,8
13/06/2020 00:16:50,226.01,8
13/06/2020 00:17:00,226.71,9
13/06/2020 00:17:10,226.37,9
13/06/2020 00:17:20,226.37,9
13/06/2020 00:17:30,226.8,9
13/06/2020 00:17:40,226.77,10
13/06/2020 00:17:50,226.73,8
13/06/2020 00:18:00,226.77,7
13/06/2020 00:18:10,226.89,7
13/06/2020 00:18:20,226.55,10
13/06/2020 00:18:30,226.76,6
13/06/2020 00:18:40,226.63,8
13/06/2020 00:18:50,226.88,8
13/06/2020 00:19:00,226.56,9
13/06/2020 00:19:10,226.52,10
13/06/2020 00:19:20,227.21,8
13/06/2020 00:19:30,227.33,8
13/06/2020 00:19:40,227.18,5
13/06/2020 00:19:50,226.81,11
13/06/2020 00:20:00,226.54,9
13/06/2020 00:20:10,226.37,10
13/06/2020 00:20:20,225.92,10
13/06/2020 00:20:30,225.85,8
13/06/2020 00:20:40,225.76,7
13/06/2020 00:20:50,225.99,8
13/06/2020 00:21:00,226.14,8
13/06/2020 00:21:10,226.07,5
13/06/2020 00:21:20,225.56,9
13/06/2020 00:21:30,226.23,8
13/06/2020 00:21:40,226.43,8
13/06/2020 00:21:50,226.32,10
13/06/2020 00:22:00,226.19,6
13/06/2020 00:22:10,226.27,5
13/06/2020 00:22:20,226.64,9
13/06/2020 00:22:30,226.38,8
13/06/2020 00:22:40,226.65,8
13/06/2020 00:22:50,226.58,7
13/06/2020 00:23:00,226.63,6
13/06/2020 00:23:10,226.65,6
13/06/2020 00:23:20,226.69,7
13/06/2020 00:23:30,227.16,8
13/06/2020 00:23:40,226.5,8
13/06/2020 00:23:50,226.54,9
13/06/2020 00:24:00,226.81,8
13/06/2020 00:24:10,226.27,11
13/06/2020 00:24:20,226.42,9
13/06/2020 00:24:30,226.64,7
13/06/2020 00:24:40,227.11,8
13/06/2020 00:24:50,226.63,9
13/06/2020 00:25:00,225.98,8
13/06/2020 00:25:10,226.2,8
13/06/2020 00:25:20,226.36,9
13/06/2020 00:25:30,226.56,10
13/06/2020 00:25:40,226.45,8
13/06/2020 00:25:50,226.44,6
13/06/2020 00:26:00,226.3,9
13/06/2020 00:26:10,226.69,9
13/06/2020 00:26:20,226.53,6
13/06/2020 00:26:30,226.49,9
13/06/2020 00:26:40,226.58,8
13/06/2020 00:26:50,226.77,8
13/06/2020 00:27:00,226.73,8
13/06/2020 00:27:10,226.5,8
13/06/2020 00:27:20,226.52,8
13/06/2020 00:27:30,226.7,10
13/06/2020 00:27:40,226.85,9
13/06/2020 00:27:50,226.69,9
13/06/2020 00:28:00,226.79,7
13/06/2020 00:28:10,226.95,7
13/06/2020 00:28:20,227.17,6
13/06/2020 00:28:30,227.18,8
13/06/2020 00:28:40,227.23,7
13/06/2020 00:28:50,227.45,6
13/06/2020 00:29:00,227.09,10
13/06/2020 00:29:10,227.26,10
13/06/2020 00:29:20,227.5,8
13/06/2020 00:29:30,227.2,9
13/06/2020 00:29:40,227.24,7
13/06/2020 00:29:50,227.68,10
13/06/2020 00:30:00,227.56,10
13/06/2020 00:30:10,227.44,6
13/06/2020 00:30:20,227.47,9
13/06/2020 00:30:30,226.94,11
13/06/2020 00:30:40,227.38,7
13/06/2020 00:30:50,227.46,8
13/06/2020 00:31:00,227.26,6
13/06/2020 00:31:10,227.31,7
13/06/2020 00:31:20,227.68,9
13/06/2020 00:31:30,227.27,9
13/06/2020 00:31:40,227.72,8
13/06/2020 00:31:50,227.6,8
13/06/2020 00:32:00,227.5,10
13/06/2020 00:32:10,227.66,9
13/06/2020 00:32:20,227.96,6
13/06/2020 00:32:30,227.81,7
13/06/2020 00:32:40,227.81,8
13/06/2020 00:32:50,227.68,8
13/06/2020 00:33:00,228.11,9
13/06/2020 00:33:10,228.06,9
13/06/2020 00:33:20,228.15,10
13/06/2020 00:33:30,228.21,9
13/06/2020 00:33:40,228.27,10
13/06/2020 00:33:50,228.15,8
13/06/2020 00:34:00,228.26,9
13/06/2020 00:34:10,228.1,8
13/06/2020 00:34:20,228.23,7
13/06/2020 00:34:30,228.16,7
13/06/2020 00:34:40,228.22,7
13/06/2020 00:34:50,227.9,8
13/06/2020 00:35:00,228.19,14
13/06/2020 00:35:10,227.75,6
13/06/2020 00:35:20,227.88,7
13/06/2020 00:35:30,227.85,7
13/06/2020 00:35:40,227.87,6
13/06/2020 00:35:50,228,6
13/06/2020 00:36:00,228.02,8
13/06/2020 00:36:10,227.45,6
13/06/2020 00:36:20,227.53,7
13/06/2020 00:36:30,228.02,7
13/06/2020 00:36:40,227.74,8
13/06/2020 00:36:50,227.78,8
13/06/2020 00:37:00,228.11,7
13/06/2020 00:37:10,227.97,10
13/06/2020 00:37:20,228.2,11
13/06/2020 00:37:30,227.97,6
13/06/2020 00:37:40,227.91,7
13/06/2020 00:37:50,228.91,8
13/06/2020 00:38:00,227.93,10
13/06/2020 00:38:10,228.32,9
13/06/2020 00:38:20,228.17,6
13/06/2020 00:38:30,227.68,11
13/06/2020 00:38:40,226.2,9
13/06/2020 00:38:50,228.26,8
13/06/2020 00:39:00,228.07,7
13/06/2020 00:39:10,227.94,8
13/06/2020 00:39:20,228.36,8
13/06/2020 00:39:30,228.08,9
13/06/2020 00:39:40,228.15,7
13/06/2020 00:39:50,228.31,10
13/06/2020 00:40:00,228.43,7
13/06/2020 00:40:10,228.39,8
13/06/2020 00:40:20,228.53,8
13/06/2020 00:40:30,228.33,8
13/06/2020 00:40:40,228.16,9
13/06/2020 00:40:50,228.31,8
13/06/2020 00:41:00,228.41,9
13/06/2020 00:41:10,227.91,9
13/06/2020 00:41:20,228.09,6
13/06/2020 00:41:30,227.66,8
13/06/2020 00:41:40,228.36,9
13/06/2020 00:41:50,227.66,7
13/06/2020 00:42:00,228.27,9
13/06/2020 00:42:10,227.85,7
13/06/2020 00:42:20,227.93,9
13/06/2020 00:42:30,227.75,8
13/06/2020 00:42:40,227.63,11
13/06/2020 00:42:50,228.06,7
13/06/2020 00:43:00,228.46,8
13/06/2020 00:43:10,228.22,6
13/06/2020 00:43:20,227.99,8
13/06/2020 00:43:30,227.93,8
13/06/2020 00:43:40,227.95,6
13/06/2020 00:43:50,228.08,9
13/06/2020 00:44:00,227.82,6
13/06/2020 00:44:10,227.98,9
13/06/2020 00:44:20,227.93,8
13/06/2020 00:44:30,227.87,8
13/06/2020 00:44:40,228.2,9
13/06/2020 00:44:50,228.21,9
13/06/2020 00:45:00,228.19,9
13/06/2020 00:45:10,228.14,8
13/06/2020 00:45:20,228.16,8
13/06/2020 00:45:30,227.92,8
13/06/2020 00:45:40,227.83,10
13/06/2020 00:45:50,227.8,6
13/06/2020 00:46:00,227.69,9
13/06/2020 00:46:10,227.97,7
13/06/2020 00:46:20,227.89,8
13/06/2020 00:46:30,227.82,8
13/06/2020 00:46:40,227.73,9
13/06/2020 00:46:50,227.76,8
13/06/2020 00:47:00,227.69,9
13/06/2020 00:47:10,228.03,8
13/06/2020 00:47:20,227.89,8
13/06/2020 00:47:30,227.95,9
13/06/2020 00:47:40,227.35,9
13/06/2020 00:47:50,227.98,9
13/06/2020 00:48:00,227.87,7
13/06/2020 00:48:10,228.32,6
13/06/2020 00:48:20,228.06,6
13/06/2020 00:48:30,229.08,8
13/06/2020 00:48:40,227.88,7
13/06/2020 00:48:50,227.89,7
13/06/2020 00:49:00,228.17,9
13/06/2020 00:49:10,228.26,8
13/06/2020 00:49:20,228,8
13/06/2020 00:49:30,228.19,7
13/06/2020 00:49:40,228.08,8
13/06/2020 00:49:50,227.49,9
13/06/2020 00:50:00,227.48,10
13/06/2020 00:50:10,227.79,7
13/06/2020 00:50:20,227.36,8
13/06/2020 00:50:30,227.28,10
13/06/2020 00:50:40,227.72,8
13/06/2020 00:50:50,227.5,9
13/06/2020 00:51:00,227.51,7
13/06/2020 00:51:10,227.54,8
13/06/2020 00:51:20,227.33,8
13/06/2020 00:51:30,227.52,7
13/06/2020 00:51:40,227.87,8
13/06/2020 00:51:50,227.94,8
13/06/2020 00:52:00,227.68,10
13/06/2020 00:52:10,227.56,8
13/06/2020 00:52:20,228.43,9
13/06/2020 00:52:30,227.64,6
13/06/2020 00:52:40,227.54,9
13/06/2020 00:52:50,227.91,7
13/06/2020 00:53:00,227.94,8
13/06/2020 00:53:10,227.78,9
13/06/2020 00:53:20,227.91,8
13/06/2020 00:53:30,227.73,9
13/06/2020 00:53:40,227.76,8
13/06/2020 00:53:50,227.43,9
13/06/2020 00:54:00,226.63,8
13/06/2020 00:54:10,225.71,8
13/06/2020 00:54:20,225.8,9
13/06/2020 00:54:30,225.83,8
13/06/2020 00:54:40,224.88,8
13/06/2020 00:54:50,225.1,7
13/06/2020 00:55:00,225.22,8
13/06/2020 00:55:10,225.29,9
13/06/2020 00:55:20,225.1,7
13/06/2020 00:55:30,225.31,8
13/06/2020 00:55:40,225.12,9
13/06/2020 00:55:50,225.17,7
13/06/2020 00:56:00,224.96,7
13/06/2020 00:56:10,224.93,8
13/06/2020 00:56:20,225.08,10
13/06/2020 00:56:30,224.81,11
13/06/2020 00:56:40,224.99,10
13/06/2020 00:56:50,225.17,8
13/06/2020 00:57:00,225.13,10
13/06/2020 00:57:10,225.1,6
13/06/2020 00:57:20,225.51,10
13/06/2020 00:57:30,225.5,10
13/06/2020 00:57:40,225.17,9
13/06/2020 00:57:50,225.58,8
13/06/2020 00:58:00,225.41,9
13/06/2020 00:58:10,225.24,9
13/06/2020 00:58:20,225.41,8
13/06/2020 00:58:30,225.19,9
13/06/2020 00:58:40,225.5,9
13/06/2020 00:58:50,224.49,8
13/06/2020 00:59:00,225.19,7
13/06/2020 00:59:10,225.22,6
13/06/2020 00:59:20,225.53,6
13/06/2020 00:59:30,225.47,8
13/06/2020 00:59:40,225.53,9
13/06/2020 00:59:50,225.81,9
13/06/2020 01:00:00,225.5,8
13/06/2020 01:00:10,225.33,10
13/06/2020 01:00:20,225.18,7
13/06/2020 01:00:30,225.31,8
13/06/2020 01:00:40,225.61,7
13/06/2020 01:00:50,225.75,6
13/06/2020 01:01:00,225.78,8
13/06/2020 01:01:10,225.95,9
13/06/2020 01:01:20,226.17,9
13/06/2020 01:01:30,226.08,9
13/06/2020 01:01:40,225.88,9
13/06/2020 01:01:50,226.22,8
13/06/2020 01:02:00,226.13,10
13/06/2020 01:02:10,226.51,8
13/06/2020 01:02:20,226.31,8
13/06/2020 01:02:30,225.15,10
13/06/2020 01:02:40,226.47,8
13/06/2020 01:02:50,226.69,10
13/06/2020 01:03:00,226.49,9
13/06/2020 01:03:10,226.61,7
13/06/2020 01:03:20,226.57,8
13/06/2020 01:03:30,226.38,11
13/06/2020 01:03:40,226.44,8
13/06/2020 01:03:50,226.3,9
13/06/2020 01:04:00,226.42,9
13/06/2020 01:04:10,226.46,7
13/06/2020 01:04:20,226.87,7
13/06/2020 01:04:30,226.55,7
13/06/2020 01:04:40,226.41,8
13/06/2020 01:04:50,226.22,10
13/06/2020 01:05:00,226.29,8
13/06/2020 01:05:10,226.03,7
13/06/2020 01:05:20,226.46,8
13/06/2020 01:05:30,226.28,8
13/06/2020 01:05:40,226.37,10
13/06/2020 01:05:50,226.15,7
13/06/2020 01:06:00,226.11,7
13/06/2020 01:06:10,226.02,9
13/06/2020 01:06:20,226.4,9
13/06/2020 01:06:30,226.33,7
13/06/2020 01:06:40,226.07,10
13/06/2020 01:06:50,226.1,7
