timestamp,real_power
2026-04-05 21:24:28,928.14
2026-04-05 21:39:28,923.8
2026-04-05 21:54:28,944.21
2026-04-05 22:09:28,908.09
2026-04-05 22:24:28,921.16
2026-04-05 22:39:28,900.71
2026-04-05 22:54:28,901.9
2026-04-05 23:09:28,486.61
2026-04-05 23:24:28,496.17
2026-04-05 23:39:28,509.09
2026-04-05 23:54:28,485.99
2026-04-06 00:09:28,505.48
2026-04-06 00:24:28,500.48
2026-04-06 00:39:28,490.78
2026-04-06 00:54:28,489.76
2026-04-06 01:09:28,490.22
2026-04-06 01:24:28,500.65
2026-04-06 01:39:28,485.62
2026-04-06 01:54:28,509.38
2026-04-06 02:09:28,488.54
2026-04-06 02:24:28,514.55
2026-04-06 02:39:28,477.96
2026-04-06 02:54:28,498.15
2026-04-06 03:09:28,525.39
2026-04-06 03:24:28,511.38
2026-04-06 03:39:28,511.03
2026-04-06 03:54:28,519.03
2026-04-06 04:09:28,457.27
2026-04-06 04:24:28,513.94
2026-04-06 04:39:28,485.73
2026-04-06 04:54:28,476.88
2026-04-06 05:09:28,495.47
2026-04-06 05:24:28,491.8
2026-04-06 05:39:28,506.99
2026-04-06 05:54:28,499.64
2026-04-06 06:09:28,492.46
2026-04-06 06:24:28,497.63
2026-04-06 06:39:28,521.8
2026-04-06 06:54:28,471.22
2026-04-06 07:09:28,492.7
2026-04-06 07:24:28,499.33
2026-04-06 07:39:28,492.83
2026-04-06 07:54:28,485.32
2026-04-06 08:09:28,497.89
2026-04-06 08:24:28,492.55
2026-04-06 08:39:28,480.76
2026-04-06 08:54:28,484.24
2026-04-06 09:09:28,508.15
2026-04-06 09:24:28,507.04
2026-04-06 09:39:28,513.62
2026-04-06 09:54:28,499.95
2026-04-06 10:09:28,486.42
2026-04-06 10:24:28,487.54
2026-04-06 10:39:28,482.69
2026-04-06 10:54:28,476.49
2026-04-06 11:09:28,476.03
2026-04-06 11:24:28,501.07
2026-04-06 11:39:28,520.26
2026-04-06 11:54:28,506.83
2026-04-06 12:09:28,503.95
2026-04-06 12:24:28,490.14
2026-04-06 12:39:28,476.52
2026-04-06 12:54:28,485.63
2026-04-06 13:09:28,484.67
2026-04-06 13:24:28,493.84
2026-04-06 13:39:28,492.57
2026-04-06 13:54:28,492.21
2026-04-06 14:09:28,467.65
2026-04-06 14:24:28,506.85
2026-04-06 14:39:28,497.6
2026-04-06 14:54:28,495.98
2026-04-06 15:09:28,482.08
2026-04-06 15:24:28,503.9
2026-04-06 15:39:28,476.82
2026-04-06 15:54:28,503.42
2026-04-06 16:09:28,494.82
2026-04-06 16:24:28,469.65
2026-04-06 16:39:28,474.43
2026-04-06 16:54:28,488.77
2026-04-06 17:09:28,514.75
2026-04-06 17:24:28,483.15
2026-04-06 17:39:28,482.17
2026-04-06 17:54:28,495.08
2026-04-06 18:09:28,909.96
2026-04-06 18:24:28,928.0
2026-04-06 18:39:28,933.93
2026-04-06 18:54:28,932.44
2026-04-06 19:09:28,923.86
2026-04-06 19:24:28,937.83
2026-04-06 19:39:28,926.75
2026-04-06 19:54:28,915.61
2026-04-06 20:09:28,889.25
2026-04-06 20:24:28,916.32
2026-04-06 20:39:28,898.0
2026-04-06 20:54:28,902.69
2026-04-06 21:09:28,929.0
2026-04-06 21:24:28,930.74
2026-04-06 21:39:28,934.01
2026-04-06 21:54:28,925.22
2026-04-06 22:09:28,907.23
2026-04-06 22:24:28,932.03
2026-04-06 22:39:28,920.1
2026-04-06 22:54:28,910.74
2026-04-06 23:09:28,482.15
2026-04-06 23:24:28,495.25
2026-04-06 23:39:28,505.68
2026-04-06 23:54:28,508.23
2026-04-07 00:09:28,487.11
2026-04-07 00:24:28,492.88
2026-04-07 00:39:28,494.78
2026-04-07 00:54:28,505.0
2026-04-07 01:09:28,477.54
2026-04-07 01:24:28,499.26
2026-04-07 01:39:28,506.1
2026-04-07 01:54:28,509.97
2026-04-07 02:09:28,473.71
2026-04-07 02:24:28,450.71
2026-04-07 02:39:28,491.76
2026-04-07 02:54:28,490.74
2026-04-07 03:09:28,500.63
2026-04-07 03:24:28,494.03
2026-04-07 03:39:28,526.92
2026-04-07 03:54:28,472.92
2026-04-07 04:09:28,495.37
2026-04-07 04:24:28,465.03
2026-04-07 04:39:28,475.27
2026-04-07 04:54:28,461.34
2026-04-07 05:09:28,480.08
2026-04-07 05:24:28,483.62
2026-04-07 05:39:28,486.26
2026-04-07 05:54:28,509.79
2026-04-07 06:09:28,495.44
2026-04-07 06:24:28,485.6
2026-04-07 06:39:28,477.9
2026-04-07 06:54:28,493.64
2026-04-07 07:09:28,481.44
2026-04-07 07:24:28,514.1
2026-04-07 07:39:28,505.47
2026-04-07 07:54:28,510.19
2026-04-07 08:09:28,497.79
2026-04-07 08:24:28,478.02
2026-04-07 08:39:28,471.44
2026-04-07 08:54:28,514.37
2026-04-07 09:09:28,523.29
2026-04-07 09:24:28,489.8
2026-04-07 09:39:28,499.37
2026-04-07 09:54:28,454.76
2026-04-07 10:09:28,507.08
2026-04-07 10:24:28,524.1
2026-04-07 10:39:28,500.05
2026-04-07 10:54:28,493.83
2026-04-07 11:09:28,502.76
2026-04-07 11:24:28,516.18
2026-04-07 11:39:28,471.83
2026-04-07 11:54:28,485.71
2026-04-07 12:09:28,512.39
2026-04-07 12:24:28,496.81
2026-04-07 12:39:28,487.13
2026-04-07 12:54:28,476.19
2026-04-07 13:09:28,491.22
2026-04-07 13:24:28,525.26
2026-04-07 13:39:28,505.13
2026-04-07 13:54:28,500.87
2026-04-07 14:09:28,486.55
2026-04-07 14:24:28,496.87
2026-04-07 14:39:28,509.53
2026-04-07 14:54:28,477.06
2026-04-07 15:09:28,454.0
2026-04-07 15:24:28,495.03
2026-04-07 15:39:28,483.68
2026-04-07 15:54:28,502.2
2026-04-07 16:09:28,502.66
2026-04-07 16:24:28,509.3
2026-04-07 16:39:28,491.94
2026-04-07 16:54:28,486.95
2026-04-07 17:09:28,491.71
2026-04-07 17:24:28,485.47
2026-04-07 17:39:28,500.54
2026-04-07 17:54:28,496.15
2026-04-07 18:09:28,901.23
2026-04-07 18:24:28,955.48
2026-04-07 18:39:28,920.78
2026-04-07 18:54:28,920.87
2026-04-07 19:09:28,919.08
2026-04-07 19:24:28,903.49
2026-04-07 19:39:28,894.73
2026-04-07 19:54:28,947.33
2026-04-07 20:09:28,929.58
2026-04-07 20:24:28,926.65
2026-04-07 20:39:28,903.07
2026-04-07 20:54:28,925.86
2026-04-07 21:09:28,923.78
2026-04-07 21:24:28,939.91
2026-04-07 21:39:28,935.31
2026-04-07 21:54:28,918.83
2026-04-07 22:09:28,928.22
2026-04-07 22:24:28,912.56
2026-04-07 22:39:28,954.74
2026-04-07 22:54:28,889.58
2026-04-07 23:09:28,480.69
2026-04-07 23:24:28,491.33
2026-04-07 23:39:28,463.37
2026-04-07 23:54:28,485.36
2026-04-08 00:09:28,477.26
2026-04-08 00:24:28,498.18
2026-04-08 00:39:28,508.33
2026-04-08 00:54:28,475.8
2026-04-08 01:09:28,503.83
2026-04-08 01:24:28,498.49
2026-04-08 01:39:28,510.67
2026-04-08 01:54:28,503.85
2026-04-08 02:09:28,489.29
2026-04-08 02:24:28,477.6
2026-04-08 02:39:28,488.24
2026-04-08 02:54:28,496.56
2026-04-08 03:09:28,493.64
2026-04-08 03:24:28,477.18
2026-04-08 03:39:28,466.83
2026-04-08 03:54:28,462.46
2026-04-08 04:09:28,501.43
2026-04-08 04:24:28,491.88
2026-04-08 04:39:28,500.73
2026-04-08 04:54:28,484.8
2026-04-08 05:09:28,502.26
2026-04-08 05:24:28,474.05
2026-04-08 05:39:28,514.12
2026-04-08 05:54:28,477.64
2026-04-08 06:09:28,487.37
2026-04-08 06:24:28,467.21
2026-04-08 06:39:28,495.93
2026-04-08 06:54:28,498.49
2026-04-08 07:09:28,491.5
2026-04-08 07:24:28,460.8
2026-04-08 07:39:28,499.12
2026-04-08 07:54:28,472.75
2026-04-08 08:09:28,488.91
2026-04-08 08:24:28,508.43
2026-04-08 08:39:28,479.88
2026-04-08 08:54:28,508.53
2026-04-08 09:09:28,480.66
2026-04-08 09:24:28,495.8
2026-04-08 09:39:28,483.19
2026-04-08 09:54:28,493.91
2026-04-08 10:09:28,479.32
2026-04-08 10:24:28,463.04
2026-04-08 10:39:28,471.88
2026-04-08 10:54:28,470.24
2026-04-08 11:09:28,509.71
2026-04-08 11:24:28,486.83
2026-04-08 11:39:28,504.45
2026-04-08 11:54:28,487.97
2026-04-08 12:09:28,513.8
2026-04-08 12:24:28,491.43
2026-04-08 12:39:28,487.43
2026-04-08 12:54:28,485.03
2026-04-08 13:09:28,491.55
2026-04-08 13:24:28,483.19
2026-04-08 13:39:28,493.67
2026-04-08 13:54:28,486.18
2026-04-08 14:09:28,497.5
2026-04-08 14:24:28,470.6
2026-04-08 14:39:28,467.0
2026-04-08 14:54:28,487.85
2026-04-08 15:09:28,490.28
2026-04-08 15:24:28,504.4
2026-04-08 15:39:28,479.85
2026-04-08 15:54:28,505.76
2026-04-08 16:09:28,483.86
2026-04-08 16:24:28,491.29
2026-04-08 16:39:28,494.1
2026-04-08 16:54:28,513.19
2026-04-08 17:09:28,472.5
2026-04-08 17:24:28,506.76
2026-04-08 17:39:28,459.05
2026-04-08 17:54:28,520.9
2026-04-08 18:09:28,919.87
2026-04-08 18:24:28,931.4
2026-04-08 18:39:28,929.93
2026-04-08 18:54:28,933.42
2026-04-08 19:09:28,943.19
2026-04-08 19:24:28,896.92
2026-04-08 19:39:28,904.01
2026-04-08 19:54:28,925.74
2026-04-08 20:09:28,931.64
2026-04-08 20:24:28,914.11
2026-04-08 20:39:28,939.77
2026-04-08 20:54:28,917.5
2026-04-08 21:09:28,905.96
2026-04-08 21:24:28,906.71
2026-04-08 21:39:28,918.85
2026-04-08 21:54:28,924.45
2026-04-08 22:09:28,923.16
2026-04-08 22:24:28,913.86
2026-04-08 22:39:28,908.11
2026-04-08 22:54:28,938.31
2026-04-08 23:09:28,499.19
2026-04-08 23:24:28,516.16
2026-04-08 23:39:28,502.65
2026-04-08 23:54:28,492.43
2026-04-09 00:09:28,488.96
2026-04-09 00:24:28,494.32
2026-04-09 00:39:28,488.15
2026-04-09 00:54:28,503.64
2026-04-09 01:09:28,482.23
2026-04-09 01:24:28,520.4
2026-04-09 01:39:28,474.18
2026-04-09 01:54:28,512.87
2026-04-09 02:09:28,485.71
2026-04-09 02:24:28,479.8
2026-04-09 02:39:28,492.76
2026-04-09 02:54:28,507.12
2026-04-09 03:09:28,492.77
2026-04-09 03:24:28,508.13
2026-04-09 03:39:28,491.26
2026-04-09 03:54:28,504.67
2026-04-09 04:09:28,509.64
2026-04-09 04:24:28,513.55
2026-04-09 04:39:28,481.01
2026-04-09 04:54:28,500.04
2026-04-09 05:09:28,508.6
2026-04-09 05:24:28,507.93
2026-04-09 05:39:28,498.41
2026-04-09 05:54:28,496.41
2026-04-09 06:09:28,495.11
2026-04-09 06:24:28,503.98
2026-04-09 06:39:28,486.11
2026-04-09 06:54:28,507.66
2026-04-09 07:09:28,497.96
2026-04-09 07:24:28,534.29
2026-04-09 07:39:28,502.47
2026-04-09 07:54:28,505.85
2026-04-09 08:09:28,505.04
2026-04-09 08:24:28,503.14
2026-04-09 08:39:28,507.38
2026-04-09 08:54:28,505.0
2026-04-09 09:09:28,491.47
2026-04-09 09:24:28,494.95
2026-04-09 09:39:28,484.79
2026-04-09 09:54:28,493.17
2026-04-09 10:09:28,497.34
2026-04-09 10:24:28,519.83
2026-04-09 10:39:28,487.62
2026-04-09 10:54:28,486.84
2026-04-09 11:09:28,509.75
2026-04-09 11:24:28,490.34
2026-04-09 11:39:28,480.33
2026-04-09 11:54:28,495.08
2026-04-09 12:09:28,476.55
2026-04-09 12:24:28,479.11
2026-04-09 12:39:28,491.53
2026-04-09 12:54:28,497.5
2026-04-09 13:09:28,486.08
2026-04-09 13:24:28,513.6
2026-04-09 13:39:28,514.15
2026-04-09 13:54:28,509.58
2026-04-09 14:09:28,477.47
2026-04-09 14:24:28,488.5
2026-04-09 14:39:28,464.62
2026-04-09 14:54:28,500.25
2026-04-09 15:09:28,493.43
2026-04-09 15:24:28,510.7
2026-04-09 15:39:28,503.38
2026-04-09 15:54:28,491.25
2026-04-09 16:09:28,484.99
2026-04-09 16:24:28,471.89
2026-04-09 16:39:28,496.51
2026-04-09 16:54:28,486.77
2026-04-09 17:09:28,499.38
2026-04-09 17:24:28,487.38
2026-04-09 17:39:28,490.0
2026-04-09 17:54:28,472.38
2026-04-09 18:09:28,942.18
2026-04-09 18:24:28,915.05
2026-04-09 18:39:28,929.36
2026-04-09 18:54:28,945.38
2026-04-09 19:09:28,914.19
2026-04-09 19:24:28,939.96
2026-04-09 19:39:28,911.18
2026-04-09 19:54:28,924.34
2026-04-09 20:09:28,929.99
2026-04-09 20:24:28,945.74
2026-04-09 20:39:28,917.59
2026-04-09 20:54:28,912.6
2026-04-09 21:09:28,946.27
2026-04-09 21:24:28,936.91
2026-04-09 21:39:28,908.71
2026-04-09 21:54:28,921.28
2026-04-09 22:09:28,941.42
2026-04-09 22:24:28,906.77
2026-04-09 22:39:28,912.32
2026-04-09 22:54:28,924.57
2026-04-09 23:09:28,529.31
2026-04-09 23:24:28,507.26
2026-04-09 23:39:28,486.38
2026-04-09 23:54:28,480.91
2026-04-10 00:09:28,482.79
2026-04-10 00:24:28,496.69
2026-04-10 00:39:28,502.8
2026-04-10 00:54:28,490.54
2026-04-10 01:09:28,468.45
2026-04-10 01:24:28,494.67
2026-04-10 01:39:28,486.64
2026-04-10 01:54:28,504.67
2026-04-10 02:09:28,507.57
2026-04-10 02:24:28,498.1
2026-04-10 02:39:28,486.42
2026-04-10 02:54:28,499.81
2026-04-10 03:09:28,495.05
2026-04-10 03:24:28,500.37
2026-04-10 03:39:28,488.72
2026-04-10 03:54:28,468.51
2026-04-10 04:09:28,489.36
2026-04-10 04:24:28,493.31
2026-04-10 04:39:28,507.76
2026-04-10 04:54:28,501.58
2026-04-10 05:09:28,519.47
2026-04-10 05:24:28,495.11
2026-04-10 05:39:28,469.23
2026-04-10 05:54:28,498.97
2026-04-10 06:09:28,488.81
2026-04-10 06:24:28,480.35
2026-04-10 06:39:28,512.32
2026-04-10 06:54:28,490.84
2026-04-10 07:09:28,479.55
2026-04-10 07:24:28,489.51
2026-04-10 07:39:28,481.23
2026-04-10 07:54:28,494.54
2026-04-10 08:09:28,487.36
2026-04-10 08:24:28,491.82
2026-04-10 08:39:28,515.46
2026-04-10 08:54:28,506.97
2026-04-10 09:09:28,503.37
2026-04-10 09:24:28,489.57
2026-04-10 09:39:28,489.89
2026-04-10 09:54:28,485.44
2026-04-10 10:09:28,499.07
2026-04-10 10:24:28,504.99
2026-04-10 10:39:28,519.42
2026-04-10 10:54:28,482.33
2026-04-10 11:09:28,500.75
2026-04-10 11:24:28,510.6
2026-04-10 11:39:28,497.93
2026-04-10 11:54:28,476.09
2026-04-10 12:09:28,483.35
2026-04-10 12:24:28,504.81
2026-04-10 12:39:28,496.72
2026-04-10 12:54:28,487.61
2026-04-10 13:09:28,496.54
2026-04-10 13:24:28,486.13
2026-04-10 13:39:28,498.89
2026-04-10 13:54:28,495.02
2026-04-10 14:09:28,459.6
2026-04-10 14:24:28,484.5
2026-04-10 14:39:28,483.97
2026-04-10 14:54:28,511.07
2026-04-10 15:09:28,487.02
2026-04-10 15:24:28,502.18
2026-04-10 15:39:28,494.47
2026-04-10 15:54:28,500.81
2026-04-10 16:09:28,502.44
2026-04-10 16:24:28,528.57
2026-04-10 16:39:28,508.66
2026-04-10 16:54:28,506.84
2026-04-10 17:09:28,487.48
2026-04-10 17:24:28,491.47
2026-04-10 17:39:28,487.15
2026-04-10 17:54:28,497.27
2026-04-10 18:09:28,913.58
2026-04-10 18:24:28,909.1
2026-04-10 18:39:28,919.03
2026-04-10 18:54:28,924.0
2026-04-10 19:09:28,924.54
2026-04-10 19:24:28,920.64
2026-04-10 19:39:28,911.05
2026-04-10 19:54:28,927.46
2026-04-10 20:09:28,948.59
2026-04-10 20:24:28,938.28
2026-04-10 20:39:28,923.74
2026-04-10 20:54:28,914.15
2026-04-10 21:09:28,906.74
2026-04-10 21:24:28,942.94
2026-04-10 21:39:28,908.44
2026-04-10 21:54:28,919.26
2026-04-10 22:09:28,931.4
2026-04-10 22:24:28,945.3
2026-04-10 22:39:28,946.21
2026-04-10 22:54:28,928.11
2026-04-10 23:09:28,504.26
2026-04-10 23:24:28,490.32
2026-04-10 23:39:28,484.99
2026-04-10 23:54:28,486.1
2026-04-11 00:09:28,493.04
2026-04-11 00:24:28,490.54
2026-04-11 00:39:28,497.28
2026-04-11 00:54:28,488.66
2026-04-11 01:09:28,504.43
2026-04-11 01:24:28,477.36
2026-04-11 01:39:28,518.7
2026-04-11 01:54:28,464.3
2026-04-11 02:09:28,502.84
2026-04-11 02:24:28,469.82
2026-04-11 02:39:28,520.26
2026-04-11 02:54:28,497.92
2026-04-11 03:09:28,497.9
2026-04-11 03:24:28,477.08
2026-04-11 03:39:28,493.34
2026-04-11 03:54:28,476.69
2026-04-11 04:09:28,495.12
2026-04-11 04:24:28,487.54
2026-04-11 04:39:28,480.29
2026-04-11 04:54:28,496.94
2026-04-11 05:09:28,499.95
2026-04-11 05:24:28,499.7
2026-04-11 05:39:28,486.82
2026-04-11 05:54:28,510.66
2026-04-11 06:09:28,503.25
2026-04-11 06:24:28,505.63
2026-04-11 06:39:28,497.85
2026-04-11 06:54:28,486.47
2026-04-11 07:09:28,499.73
2026-04-11 07:24:28,483.26
2026-04-11 07:39:28,497.73
2026-04-11 07:54:28,472.44
2026-04-11 08:09:28,502.15
2026-04-11 08:24:28,483.43
2026-04-11 08:39:28,490.51
2026-04-11 08:54:28,480.14
2026-04-11 09:09:28,483.15
2026-04-11 09:24:28,486.71
2026-04-11 09:39:28,510.31
2026-04-11 09:54:28,485.89
2026-04-11 10:09:28,501.58
2026-04-11 10:24:28,491.76
2026-04-11 10:39:28,505.86
2026-04-11 10:54:28,504.35
2026-04-11 11:09:28,485.26
2026-04-11 11:24:28,469.47
2026-04-11 11:39:28,484.23
2026-04-11 11:54:28,474.89
2026-04-11 12:09:28,452.92
2026-04-11 12:24:28,476.32
